tid,date,time,type,away,score,home,away_star,home_star,news,player_score
149,2009年01月21日星期三,10:00 完场,常规赛,国王,99-118,掘金,马丁,克雷扎,http://sports.sina.com.cn/k/2009-01-21/12354182496.shtml,look_scores.php?id=2009012007
150,2009年01月21日星期三,10:00 完场,常规赛,森林狼,107-112,爵士,杰弗森,米尔萨普,http://sports.sina.com.cn/k/2009-01-21/12354182496.shtml,look_scores.php?id=2009012026
151,2009年01月22日星期四,08:00 完场,常规赛,灰熊,86-101,山猫,盖伊,贝尔,http://sports.sina.com.cn/k/2009-01-22/12244184477.shtml,look_scores.php?id=2009012130
152,2009年01月22日星期四,08:30 完场,常规赛,猛龙,76-95,活塞,波什,普林斯,http://sports.sina.com.cn/k/2009-01-22/11264184309.shtml,look_scores.php?id=2009012108
153,2009年01月22日星期四,08:30 完场,常规赛,凯尔特人,98-83,热火,阿伦,韦德,http://sports.sina.com.cn/k/2009-01-22/11264184309.shtml,look_scores.php?id=2009012114
154,2009年01月22日星期四,08:30 完场,常规赛,太阳,109-114,尼克斯,理查德森,李,http://sports.sina.com.cn/k/2009-01-22/11264184309.shtml,look_scores.php?id=2009012118
155,2009年01月22日星期四,09:00 完场,常规赛,篮网,92-102,黄蜂,卡特,保罗,http://sports.sina.com.cn/k/2009-01-22/11274184316.shtml,look_scores.php?id=2009012103
156,2009年01月22日星期四,09:00 完场,常规赛,小牛,99-133,雄鹿,诺维茨基,维兰纽瓦,http://sports.sina.com.cn/k/2009-01-22/12244184477.shtml,look_scores.php?id=2009012115
157,2009年01月22日星期四,09:30 完场,常规赛,爵士,99-108,火箭,威廉姆斯,阿尔斯通,http://sports.sina.com.cn/k/2009-01-22/11584184404.shtml,look_scores.php?id=2009012110
158,2009年01月22日星期四,11:00 完场,常规赛,骑士,104-98,开拓者,詹姆斯,罗伊,http://sports.sina.com.cn/k/2009-01-22/14204184700.shtml,look_scores.php?id=2009012122
159,2009年01月22日星期四,11:00 完场,常规赛,奇才,110-107,国王,贾米森,乌德里,http://sports.sina.com.cn/k/2009-01-22/14204184700.shtml,look_scores.php?id=2009012123
160,2009年01月22日星期四,11:30 完场,常规赛,雷霆,122-121,勇士,威斯布鲁克,杰克逊,http://sports.sina.com.cn/k/2009-01-22/14204184700.shtml,look_scores.php?id=2009012109
161,2009年01月22日星期四,11:30 完场,常规赛,湖人,108-97,快船,拜纳姆,乔丹,http://sports.sina.com.cn/k/2009-01-22/13504184652.shtml,look_scores.php?id=2009012112
162,2009年01月23日星期五,09:00 完场,常规赛,凯尔特人,90-80,魔术,皮尔斯,特科格鲁,http://sports.sina.com.cn/k/2009-01-23/11464186037.shtml,look_scores.php?id=2009012219
163,2009年01月23日星期五,11:30 完场,常规赛,奇才,97-117,湖人,贾米森,拜纳姆,http://sports.sina.com.cn/k/2009-01-23/14034186195.shtml,look_scores.php?id=2009012213
164,2009年01月24日星期六,08:00 完场,常规赛,小牛,112-91,活塞,诺维茨基,汉密尔顿,http://sports.sina.com.cn/k/2009-01-24/11144187263.shtml,look_scores.php?id=2009012308
165,2009年01月24日星期六,08:00 完场,常规赛,火箭,102-107,步行者,斯科拉,格兰杰,http://sports.sina.com.cn/k/2009-01-24/10334187190.shtml,look_scores.php?id=2009012311
166,2009年01月24日星期六,08:00 完场,常规赛,太阳,76-98,山猫,奥尼尔,华莱士,http://sports.sina.com.cn/k/2009-01-24/11144187263.shtml,look_scores.php?id=2009012330
167,2009年01月24日星期六,08:30 完场,常规赛,雄鹿,87-117,老鹰,维兰纽瓦,穆雷,http://sports.sina.com.cn/k/2009-01-24/11144187263.shtml,look_scores.php?id=2009012301
168,2009年01月24日星期六,08:30 完场,常规赛,灰熊,88-108,尼克斯,盖伊,李,http://sports.sina.com.cn/k/2009-01-24/11144187263.shtml,look_scores.php?id=2009012318
169,2009年01月24日星期六,09:00 完场,常规赛,黄蜂,108-116,森林狼,波西,弗耶,http://sports.sina.com.cn/k/2009-01-24/13194187447.shtml,look_scores.php?id=2009012316
170,2009年01月24日星期六,09:30 完场,常规赛,猛龙,114-94,公牛,卡尔德隆,戈登,http://sports.sina.com.cn/k/2009-01-24/13194187447.shtml,look_scores.php?id=2009012304
171,2009年01月24日星期六,09:30 完场,常规赛,篮网,91-94,马刺,哈里斯,邓肯,http://sports.sina.com.cn/k/2009-01-24/11594187334.shtml,look_scores.php?id=2009012324
172,2009年01月24日星期六,11:30 完场,常规赛,骑士,106-105,勇士,詹姆斯,杰克逊,http://sports.sina.com.cn/k/2009-01-24/13194187447.shtml,look_scores.php?id=2009012309
173,2009年01月24日星期六,11:30 完场,常规赛,雷霆,104-107,快船,杜兰特,戈登,http://sports.sina.com.cn/k/2009-01-24/13194187447.shtml,look_scores.php?id=2009012312
174,2009年01月25日星期日,08:00 完场,常规赛,尼克斯,110-116,76人,罗宾逊,伊戈达拉,http://sports.sina.com.cn/k/2009-01-25/11164188146.shtml,look_scores.php?id=2009012420
175,2009年01月25日星期日,08:30 完场,常规赛,魔术,97-103,热火,霍华德,韦德,http://sports.sina.com.cn/k/2009-01-25/11164188146.shtml,look_scores.php?id=2009012414
176,2009年01月25日星期日,09:00 完场,常规赛,篮网,99-88,灰熊,卡特,梅奥,http://sports.sina.com.cn/k/2009-01-25/11264188164.shtml,look_scores.php?id=2009012429
177,2009年01月25日星期日,09:30 完场,常规赛,国王,104-106,雄鹿,马丁,杰弗森,http://sports.sina.com.cn/k/2009-01-25/12554188277.shtml,look_scores.php?id=2009012415
178,2009年01月25日星期日,10:00 完场,常规赛,骑士,102-97,爵士,詹姆斯,米尔萨普,http://sports.sina.com.cn/k/2009-01-25/12554188277.shtml,look_scores.php?id=2009012426
179,2009年01月25日星期日,11:00 完场,常规赛,奇才,87-100,开拓者,巴特勒,罗伊,http://sports.sina.com.cn/k/2009-01-25/12554188277.shtml,look_scores.php?id=2009012422
180,2009年01月26日星期一,02:00 完场,常规赛,小牛,100-124,凯尔特人,特里,豪斯,http://sports.sina.com.cn/k/2009-01-26/06594188592.shtml,look_scores.php?id=2009012502
181,2009年01月26日星期一,04:30 完场,常规赛,马刺,85-99,湖人,帕克,布莱恩特,http://sports.sina.com.cn/k/2009-01-26/07214188601.shtml,look_scores.php?id=2009012513
182,2009年01月26日星期一,07:00 完场,常规赛,太阳,104-99,老鹰,斯塔德迈尔,史密斯,http://sports.sina.com.cn/k/2009-01-26/11094188781.shtml,look_scores.php?id=2009012501
183,2009年01月26日星期一,07:00 完场,常规赛,国王,97-113,猛龙,萨尔蒙斯,波什,http://sports.sina.com.cn/k/2009-01-26/11094188781.shtml,look_scores.php?id=2009012528
184,2009年01月26日星期一,07:30 完场,常规赛,火箭,108-105,活塞,阿泰斯特,汉密尔顿,http://sports.sina.com.cn/k/2009-01-26/09594188728.shtml,look_scores.php?id=2009012508
185,2009年01月26日星期一,08:00 完场,常规赛,山猫,93-98,步行者,迪奥,格兰杰,http://sports.sina.com.cn/k/2009-01-26/11094188781.shtml,look_scores.php?id=2009012511
186,2009年01月26日星期一,08:00 完场,常规赛,公牛,108-109,森林狼,戈登,杰弗森,http://sports.sina.com.cn/k/2009-01-26/12394188850.shtml,look_scores.php?id=2009012516
187,2009年01月26日星期一,09:00 完场,常规赛,爵士,97-117,掘金,布鲁尔,希拉里奥,http://sports.sina.com.cn/k/2009-01-26/12394188850.shtml,look_scores.php?id=2009012507
188,2009年01月26日星期一,10:00 完场,常规赛,快船,92-107,勇士,戈登,马盖蒂,http://sports.sina.com.cn/k/2009-01-26/12394188850.shtml,look_scores.php?id=2009012509
189,2009年01月27日星期二,08:00 完场,常规赛,太阳,103-87,奇才,奥尼尔,巴特勒,http://sports.sina.com.cn/k/2009-01-27/12474189428.shtml,look_scores.php?id=2009012627
190,2009年01月27日星期二,08:30 完场,常规赛,老鹰,79-95,热火,约翰逊,韦德,http://sports.sina.com.cn/k/2009-01-27/12474189428.shtml,look_scores.php?id=2009012614
191,2009年01月27日星期二,08:30 完场,常规赛,火箭,98-104,尼克斯,麦克格雷迪,罗宾逊,http://sports.sina.com.cn/k/2009-01-27/10594189342.shtml,look_scores.php?id=2009012618
192,2009年01月27日星期二,09:00 完场,常规赛,76人,86-101,黄蜂,杨,保罗,http://sports.sina.com.cn/k/2009-01-27/12474189428.shtml,look_scores.php?id=2009012603
193,2009年01月27日星期二,09:00 完场,常规赛,森林狼,90-83,雄鹿,杰弗森,塞申斯,http://sports.sina.com.cn/k/2009-01-27/13204189439.shtml,look_scores.php?id=2009012615
194,2009年01月27日星期二,09:00 完场,常规赛,篮网,85-94,雷霆,洛佩斯,杜兰特,http://sports.sina.com.cn/k/2009-01-27/11314189364.shtml,look_scores.php?id=2009012625
195,2009年01月27日星期二,11:30 完场,常规赛,开拓者,113-88,快船,罗伊,索顿,http://sports.sina.com.cn/k/2009-01-27/13204189439.shtml,look_scores.php?id=2009012612
196,2009年01月28日星期三,08:00 完场,常规赛,国王,110-117,骑士,马丁,威廉姆斯,http://sports.sina.com.cn/k/2009-01-28/10454189954.shtml,look_scores.php?id=2009012705
197,2009年01月28日星期三,08:00 完场,常规赛,步行者,111-135,魔术,福特,皮特鲁斯,http://sports.sina.com.cn/k/2009-01-28/10454189954.shtml,look_scores.php?id=2009012719
198,2009年01月28日星期三,09:00 完场,常规赛,掘金,100-85,灰熊,比卢普斯,梅奥,http://sports.sina.com.cn/k/2009-01-28/13124190070.shtml,look_scores.php?id=2009012729
199,2009年01月28日星期三,10:00 完场,常规赛,马刺,106-100,爵士,帕克,布鲁尔,http://sports.sina.com.cn/k/2009-01-28/13124190070.shtml,look_scores.php?id=2009012726
200,2009年01月28日星期三,11:30 完场,常规赛,山猫,117-110,湖人,迪奥,布莱恩特,http://sports.sina.com.cn/k/2009-01-28/14344190121.shtml,look_scores.php?id=2009012713
201,2009年01月29日星期四,08:00 完场,常规赛,雄鹿,99-107,步行者,维兰纽瓦,福特,http://sports.sina.com.cn/k/2009-01-29/11234190723.shtml,look_scores.php?id=2009012811
202,2009年01月29日星期四,08:30 完场,常规赛,国王,100-119,凯尔特人,萨尔蒙斯,豪斯,http://sports.sina.com.cn/k/2009-01-29/11234190723.shtml,look_scores.php?id=2009012802
203,2009年01月29日星期四,08:30 完场,常规赛,奇才,71-93,热火,贾米森,库克,http://sports.sina.com.cn/k/2009-01-29/11234190723.shtml,look_scores.php?id=2009012814
204,2009年01月29日星期四,08:30 完场,常规赛,猛龙,107-106,篮网,帕克,卡特,http://sports.sina.com.cn/k/2009-01-29/10594190686.shtml,look_scores.php?id=2009012817
205,2009年01月29日星期四,08:30 完场,常规赛,老鹰,104-112,尼克斯,威廉姆斯,罗宾逊,http://sports.sina.com.cn/k/2009-01-29/11234190723.shtml,look_scores.php?id=2009012818
206,2009年01月29日星期四,09:00 完场,常规赛,掘金,81-94,黄蜂,马丁,斯托贾科维奇,http://sports.sina.com.cn/k/2009-01-29/12434190819.shtml,look_scores.php?id=2009012803
207,2009年01月29日星期四,09:00 完场,常规赛,活塞,98-89,森林狼,华莱士,杰弗森,http://sports.sina.com.cn/k/2009-01-29/12434190819.shtml,look_scores.php?id=2009012816
208,2009年01月29日星期四,09:00 完场,常规赛,灰熊,102-114,雷霆,盖伊,杜兰特,http://sports.sina.com.cn/k/2009-01-29/12434190819.shtml,look_scores.php?id=2009012825
209,2009年01月29日星期四,09:30 完场,常规赛,76人,95-93,火箭,伊戈达拉,麦克格雷迪,http://sports.sina.com.cn/k/2009-01-29/12034190774.shtml,look_scores.php?id=2009012810
210,2009年01月29日星期四,10:00 完场,常规赛,勇士,93-117,小牛,杰克逊,特里,http://sports.sina.com.cn/k/2009-01-29/14164190923.shtml,look_scores.php?id=2009012806
211,2009年01月29日星期四,11:00 完场,常规赛,山猫,74-88,开拓者,奥卡福,阿尔德里奇,http://sports.sina.com.cn/k/2009-01-29/14164190923.shtml,look_scores.php?id=2009012822
212,2009年01月29日星期四,11:30 完场,常规赛,公牛,95-75,快船,邓,戈登,http://sports.sina.com.cn/k/2009-01-29/14164190923.shtml,look_scores.php?id=2009012812
213,2009年01月30日星期五,09:00 完场,常规赛,骑士,88-99,魔术,詹姆斯,霍华德,http://sports.sina.com.cn/k/2009-01-30/12134191505.shtml,look_scores.php?id=2009012919
214,2009年01月30日星期五,11:30 完场,常规赛,马刺,114-104,太阳,吉诺比利,斯塔德迈尔,http://sports.sina.com.cn/k/2009-01-30/14274191588.shtml,look_scores.php?id=2009012921
215,2009年01月31日星期六,08:00 完场,常规赛,凯尔特人,86-78,活塞,加内特,斯塔基,http://sports.sina.com.cn/k/2009-01-31/10444192042.shtml,look_scores.php?id=2009013008
216,2009年01月31日星期六,08:00 完场,常规赛,热火,103-114,步行者,韦德,邓利维,http://sports.sina.com.cn/k/2009-01-31/12104192133.shtml,look_scores.php?id=2009013011
217,2009年01月31日星期六,08:00 完场,常规赛,奇才,94-104,76人,贾米森,伊戈达拉,http://sports.sina.com.cn/k/2009-01-31/12104192133.shtml,look_scores.php?id=2009013020
218,2009年01月31日星期六,08:00 完场,常规赛,雄鹿,96-85,猛龙,维兰纽瓦,波什,http://sports.sina.com.cn/k/2009-01-31/12104192133.shtml,look_scores.php?id=2009013028
219,2009年01月31日星期六,08:30 完场,常规赛,篮网,88-105,老鹰,哈里斯,约翰逊,http://sports.sina.com.cn/k/2009-01-31/11044192063.shtml,look_scores.php?id=2009013001
220,2009年01月31日星期六,08:30 完场,常规赛,快船,95-112,骑士,戈登,詹姆斯,http://sports.sina.com.cn/k/2009-01-31/12104192133.shtml,look_scores.php?id=2009013005
221,2009年01月31日星期六,09:00 完场,常规赛,湖人,132-119,森林狼,布莱恩特,杰弗森,http://sports.sina.com.cn/k/2009-01-31/11374192113.shtml,look_scores.php?id=2009013016
222,2009年01月31日星期六,10:00 完场,常规赛,山猫,99-110,掘金,贝尔,希拉里奥,http://sports.sina.com.cn/k/2009-01-31/13334192171.shtml,look_scores.php?id=2009013007
223,2009年01月31日星期六,10:00 完场,常规赛,雷霆,90-110,爵士,杜兰特,威廉姆斯,http://sports.sina.com.cn/k/2009-01-31/13334192171.shtml,look_scores.php?id=2009013026
224,2009年01月31日星期六,10:30 完场,常规赛,勇士,91-87,黄蜂,马盖蒂,保罗,http://sports.sina.com.cn/k/2009-01-31/13334192171.shtml,look_scores.php?id=2009013003
225,2009年01月31日星期六,11:00 完场,常规赛,公牛,109-88,国王,戈登,马丁,http://sports.sina.com.cn/k/2009-01-31/13334192171.shtml,look_scores.php?id=2009013023
226,2009年02月01日星期日,08:00 完场,常规赛,尼克斯,122-113,步行者,哈灵顿,福特,http://sports.sina.com.cn/k/2009-02-01/11314193077.shtml,look_scores.php?id=2009013111
227,2009年02月01日星期日,08:00 完场,常规赛,篮网,85-83,76人,洛佩斯,米勒,http://sports.sina.com.cn/k/2009-02-01/10404192992.shtml,look_scores.php?id=2009013120
228,2009年02月01日星期日,08:30 完场,常规赛,小牛,111-96,热火,诺维茨基,韦德,http://sports.sina.com.cn/k/2009-02-01/11314193077.shtml,look_scores.php?id=2009013114
229,2009年02月01日星期日,09:00 完场,常规赛,快船,94-106,奇才,戈登,贾米森,http://sports.sina.com.cn/k/2009-02-01/11314193077.shtml,look_scores.php?id=2009013127
230,2009年02月01日星期日,09:00 完场,常规赛,湖人,115-98,灰熊,布莱恩特,盖伊,http://sports.sina.com.cn/k/2009-02-01/11314193081.shtml,look_scores.php?id=2009013129
231,2009年02月01日星期日,09:30 完场,常规赛,勇士,93-110,火箭,马盖蒂,阿泰斯特,http://sports.sina.com.cn/k/2009-02-01/11594193104.shtml,look_scores.php?id=2009013110
232,2009年02月01日星期日,09:30 完场,常规赛,老鹰,107-110,雄鹿,毕比,维兰纽瓦,http://sports.sina.com.cn/k/2009-02-01/12224193150.shtml,look_scores.php?id=2009013115
233,2009年02月01日星期日,09:30 完场,常规赛,黄蜂,93-106,马刺,保罗,帕克,http://sports.sina.com.cn/k/2009-02-01/12224193150.shtml,look_scores.php?id=2009013124
234,2009年02月01日星期日,10:00 完场,常规赛,公牛,122-111,太阳,罗斯,巴博萨,http://sports.sina.com.cn/k/2009-02-01/12224193150.shtml,look_scores.php?id=2009013121
235,2009年02月01日星期日,11:00 完场,常规赛,爵士,108-122,开拓者,威廉姆斯,罗伊,http://sports.sina.com.cn/k/2009-02-01/12224193150.shtml,look_scores.php?id=2009013122
236,2009年02月02日星期一,01:00 完场,常规赛,森林狼,101-109,凯尔特人,杰弗森,皮尔斯,http://sports.sina.com.cn/k/2009-02-02/05354194071.shtml,look_scores.php?id=2009020102
237,2009年02月02日星期一,01:00 完场,常规赛,魔术,113-90,猛龙,霍华德,卡尔德隆,http://sports.sina.com.cn/k/2009-02-02/05354194071.shtml,look_scores.php?id=2009020128
238,2009年02月02日星期一,03:30 完场,常规赛,骑士,90-80,活塞,詹姆斯,艾弗森,http://sports.sina.com.cn/k/2009-02-02/07154194136.shtml,look_scores.php?id=2009020108
239,2009年02月02日星期一,04:00 完场,常规赛,雷霆,118-122,国王,威斯布鲁克,马丁,http://sports.sina.com.cn/k/2009-02-02/07154194136.shtml,look_scores.php?id=2009020123
240,2009年02月03日星期二,08:00 完场,常规赛,小牛,105-95,魔术,诺维茨基,霍华德,http://sports.sina.com.cn/k/2009-02-03/11434196045.shtml,look_scores.php?id=2009020219
241,2009年02月03日星期二,08:00 完场,常规赛,灰熊,113-97,奇才,梅奥,贾米森,http://sports.sina.com.cn/k/2009-02-03/11434196045.shtml,look_scores.php?id=2009020227
242,2009年02月03日星期二,08:30 完场,常规赛,快船,95-119,热火,兰多夫,韦德,http://sports.sina.com.cn/k/2009-02-03/11434196045.shtml,look_scores.php?id=2009020214
243,2009年02月03日星期二,08:30 完场,常规赛,湖人,126-117,尼克斯,布莱恩特,哈灵顿,http://sports.sina.com.cn/k/2009-02-03/11124195987.shtml,look_scores.php?id=2009020218
244,2009年02月03日星期二,09:00 完场,常规赛,开拓者,97-89,黄蜂,阿尔德里奇,韦斯特,http://sports.sina.com.cn/k/2009-02-03/11254196019.shtml,look_scores.php?id=2009020203
245,2009年02月03日星期二,10:00 完场,常规赛,国王,81-129,太阳,萨尔蒙斯,斯塔德迈尔,http://sports.sina.com.cn/k/2009-02-03/12534196171.shtml,look_scores.php?id=2009020221
246,2009年02月03日星期二,10:00 完场,常规赛,山猫,86-105,爵士,费尔顿,奥库,http://sports.sina.com.cn/k/2009-02-03/12534196171.shtml,look_scores.php?id=2009020226
